"Date","Year","Month","Time","Hour","Street1","Street2","AtFault","SecondVehicle","Fatalities","Violation","HitRun","County","City","Lighting","RoadSurface","Injured"
"2009-07-31","2009","July","17:02",17,"University Av","7th St","No_Fault","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-31","2009","July","15:30",15,"Mc Abee Ct","Mc Abee Ct","Bicyclist","Auto",0,"Wrong Side Of Road",TRUE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-31","2009","July","10:41",10,"Kennedy Rd","Forrester Rd","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"Santa Clara","Los Gatos","Daylight","Dry",1
"2009-07-30","2009","July","21:19",21,"Adeline St","Woolsey St","No_Fault","Bicyclist",0,"Unsafe Speed",FALSE,"Alameda","Berkely","Dark - Street Lights","Dry",1
"2009-07-30","2009","July","20:30",20,"Bockman Rd","Via Alamitos","No_Fault","Bicyclist",0,"Traffic Signals And Signs",FALSE,"Alameda","Alameda Sheriff's Code","Dark - Street Lights Not Functioning","Dry",0
"2009-07-30","2009","July","20:06",20,"40th St","Martin Luther King Jr Wy","Auto","Bicyclist",0,"Unsafe Lane Change",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-30","2009","July","17:20",17,"Stevens Creek Bl","Winchester Bl","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-30","2009","July","17:08",17,"Euclid Av","Regal Rd","No_Fault","Bicyclist",0,"Unknown",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-30","2009","July","15:09",15,"Delta Fair Bl","Desrys Bl","Bicyclist","Auto",0,"Driving Or Bycicling Under The Influence Of Alcohol Or Drug",FALSE,"Contra Costa","Antioch","Daylight","Dry",1
"2009-07-30","2009","July","14:00",14,"Patton St","Miles Av","Bicyclist","Auto",0,"Improper Turning",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-30","2009","July","13:58",13,"Ryan Rd","Oak Grove Rd","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Contra Costa","Concord","Daylight","Dry",0
"2009-07-29","2009","July","22:42",22,"Grove St","Franklin St","Solo_Accident","Bicyclist",0,"Lights",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Wet",1
"2009-07-29","2009","July","21:08",21,"Petaluma Bl","D St","Solo_Accident","Bicyclist",0,"Other Hazardous Violation",FALSE,"Sonoma","Petaluma","Dark - Street Lights","Dry",1
"2009-07-29","2009","July","20:00",20,"Industrial Pkwy Sw","Whipple Rd","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Hayward","Dusk - Dawn","Dry",0
"2009-07-29","2009","July","19:30",19,"Mendocino Av","Silva Av","Auto","Bicyclist",0,"Improper Turning",TRUE,"Sonoma","Santa Rose","Daylight","Dry",1
"2009-07-29","2009","July","19:20",19,"Wake Av","142nd Av","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Alameda","San Leandro","Daylight","Dry",1
"2009-07-29","2009","July","18:43",18,"Dougherty Rd","Bollinger Canyon Rd","No_Fault","Bicyclist",0,"Unknown",FALSE,"Contra Costa","San Ramon","Daylight","Dry",1
"2009-07-29","2009","July","14:33",14,"King Rd","Tully Rd","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-29","2009","July","12:02",12,"40th St","Harlan St","Bicyclist","Auto",0,"Other Hazardous Violation",FALSE,"Alameda","Emeryville","Daylight","",0
"2009-07-28","2009","July","22:32",22,"Northgate Av","27th St","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"Alameda","Oakland","Dark - Street Lights","Dry",1
"2009-07-28","2009","July","19:38",19,"Market St","7th St","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-28","2009","July","19:30",19,"Mc Clellan Av","Club House Ln","Auto","Bicyclist",0,"Improper Turning",FALSE,"Santa Clara","Cupertino","Daylight","Dry",1
"2009-07-28","2009","July","19:21",19,"Chestnut St","Spring St","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"San Mateo","Redwood City","Daylight","Dry",1
"2009-07-28","2009","July","15:35",15,"Market St","Octavia St","Auto","Bicyclist",0,"Improper Turning",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-28","2009","July","14:30",14,"El Camino Real","Murchison Dr","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"San Mateo","Millbrae","Daylight","Dry",1
"2009-07-28","2009","July","12:48",12,"Dwight Wy","California St","No_Fault","Bicyclist",0,"",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-28","2009","July","7:24",7,"3rd St","Union St","Auto","Bicyclist",0,"Improper Passing",FALSE,"Marin","San Raphael","Daylight","Dry",1
"2009-07-27","2009","July","19:42",19,"Pardee Ln","Edgewater Dr","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-27","2009","July","18:24",18,"Hesperian Bl","Sueirro Bl","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Hayward","Daylight","Dry",0
"2009-07-27","2009","July","17:35",17,"Alpine Rd","Piers Ln","Auto","Bicyclist",0,"Improper Turning",FALSE,"San Mateo","San Mateo Sheriff's Code","Daylight","Dry",1
"2009-07-27","2009","July","15:34",15,"Baltic Dr","New Bedford Pl","Bicyclist","Parked_Auto",0,"Improper Turning",FALSE,"Solano","Fairfield","Daylight","Dry",1
"2009-07-27","2009","July","14:48",14,"Coffey Ln","West Steele Ln","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Sonoma","Santa Rose","Daylight","Dry",1
"2009-07-27","2009","July","13:33",13,"Rt 29","Sereno Dr","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Solano","Vallejo","Daylight","Dry",1
"2009-07-27","2009","July","12:25",12,"San Carlos Av","Bascom Av","Solo_Accident","Bicyclist",0,"Traffic Signals And Signs",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-27","2009","July","12:08",12,"Mcallister St","Fillmore St","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-27","2009","July","10:45",10,"30th St","Mission St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-27","2009","July","9:41",9,"International Bl","65th Av","Bicyclist","Auto",0,"Improper Turning",TRUE,"Alameda","Oakland","Daylight","Dry",0
"2009-07-26","2009","July","19:45",19,"West K St","Military West","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Solano","Benicia","Dusk - Dawn","Dry",1
"2009-07-26","2009","July","19:00",19,"3rd St","Minna St","Auto","Bicyclist",0,"Unsafe Lane Change",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-26","2009","July","18:23",18,"Grimmer Bl","Bay St","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Alameda","Fremont","Daylight","Dry",1
"2009-07-26","2009","July","16:01",16,"Montecito Av","Norte Wy","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"Sonoma","Santa Rose","Daylight","Dry",1
"2009-07-26","2009","July","12:30",12,"Lucas Valley Rd","Las Gallinas Av","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"Marin","Marin County Sheriff's Code","Daylight","Dry",1
"2009-07-26","2009","July","6:35",6,"Eastside Rd","Old Redwood Hwy","Solo_Accident","Bicyclist",0,"Improper Turning",FALSE,"Sonoma","Sonoma Sheriff's Code","Daylight","Dry",1
"2009-07-25","2009","July","17:35",17,"Elena Rd","Foothill Ln","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"Santa Clara","Los Altos Hills","Daylight","Dry",1
"2009-07-25","2009","July","16:47",16,"Dwight Wy","Shattuck Av","Other","Bicyclist",0,"Other Hazardous Violation",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-25","2009","July","11:46",11,"Shattuck Av","56th St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-24","2009","July","16:48",16,"Leigh Av","Curtner Av","Bicyclist","Auto",0,"Pedestrian Violation",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-24","2009","July","15:36",15,"Page Mill Rd","Moon Ln","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","Los Altos Hills","Daylight","Dry",1
"2009-07-24","2009","July","13:32",13,"San Pablo Av","Fairmont Rd","Auto","Bicyclist",0,"Improper Turning",TRUE,"Contra Costa","El Cerrito","Daylight","Dry",1
"2009-07-24","2009","July","13:22",13,"Willow St","Central Av","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Alameda","Alameda","Daylight","Dry",1
"2009-07-24","2009","July","12:41",12,"Ayers Rd","Olive Dr","No_Fault","Bicyclist",0,"Wrong Side Of Road",FALSE,"Contra Costa","Concord","Daylight","Dry",1
"2009-07-24","2009","July","9:46",9,"West Monte Vista Av","Eldridge Av","No_Fault","Bicyclist",0,"Unknown",FALSE,"Solano","Vacaville","Daylight","Dry",1
"2009-07-24","2009","July","0:16",0,"4th St","Howard St","No_Fault","Bicyclist",0,"Other Hazardous Violation",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Wet",1
"2009-07-23","2009","July","21:13",21,"Telegraph Av","Stuart St","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"Alameda","Berkely","Dark - Street Lights","Dry",1
"2009-07-23","2009","July","19:32",19,"105th Av","June Ct","Bicyclist","Auto",0,"Other Improper Driving",FALSE,"Alameda","Oakland","Dusk - Dawn","Dry",1
"2009-07-23","2009","July","19:21",19,"San Miguel Rd","Systron Dr","Bicyclist","Auto",0,"Improper Turning",FALSE,"Contra Costa","Concord","Dusk - Dawn","Dry",1
"2009-07-23","2009","July","18:45",18,"Capitol Expwy","Quimby Rd","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-23","2009","July","18:05",18,"Oak St","State St","Bicyclist","Auto",0,"Improper Turning",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-23","2009","July","16:26",16,"Foothill Expwy","Loyola Dr","Bicyclist","Parked_Auto",0,"Unsafe Speed",FALSE,"Santa Clara","Los Altos","Daylight","Dry",1
"2009-07-23","2009","July","15:53",15,"Mendocino Av","Pacific Av","Auto","Bicyclist",0,"Pedestrian Right Of Way",FALSE,"Sonoma","Santa Rose","Daylight","Dry",1
"2009-07-23","2009","July","15:24",15,"34th St","San Pablo Av","Auto","Bicyclist",0,"Automobile Right Of Way",TRUE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-23","2009","July","15:00",15,"Capitol Expwy","South Jackson Av","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-23","2009","July","14:58",14,"Charleston Rd","Louis Rd","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Santa Clara","Palo Alto","Daylight","Dry",1
"2009-07-23","2009","July","14:15",14,"Fulton St","Durant Av","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-23","2009","July","13:37",13,"Thornton Av","Spruce St","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Alameda","Newark","Daylight","Dry",1
"2009-07-23","2009","July","11:56",11,"De Anza Bl","Homestead Rd","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Santa Clara","Cupertino","Daylight","Dry",1
"2009-07-23","2009","July","11:37",11,"Matheson St","University St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Sonoma","Healdsburg","Daylight","Dry",1
"2009-07-23","2009","July","10:29",10,"S 3rd St","Reed St","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-22","2009","July","22:46",22,"Cedar Bl","Lido Bl","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"Alameda","Newark","Dark - Street Lights","Dry",1
"2009-07-22","2009","July","19:51",19,"Edmundson Av","Monterey Rd","Bicyclist","Auto",0,"Other Hazardous Violation",FALSE,"Santa Clara","Mountain View","Dusk - Dawn","Dry",1
"2009-07-22","2009","July","18:20",18,"Rt 880","North Fremont Bl","Auto","Bicyclist",0,"Unsafe Starting Or Breaking",FALSE,"Alameda","Fremont","Daylight","Dry",1
"2009-07-22","2009","July","18:04",18,"Rt 238","Orchard Dr","Auto","Bicyclist",0,"Driving Or Bycicling Under The Influence Of Alcohol Or Drug",FALSE,"Alameda","Fremont","Daylight","Dry",1
"2009-07-22","2009","July","17:32",17,"Monterey St","Lewis St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","Gilroy","Daylight","Dry",0
"2009-07-22","2009","July","16:48",16,"Market St","New Montgomery St","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-22","2009","July","14:55",14,"10th St","Julian St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-22","2009","July","14:40",14,"Merchant St","Alamo Dr","Auto","Bicyclist",0,"Wrong Side Of Road",FALSE,"Solano","Vacaville","Dark - Street Lights","Dry",1
"2009-07-22","2009","July","12:53",12,"North Point St","Powell St","Auto","Bicyclist",0,"Traffic Signals And Signs",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-22","2009","July","8:12",8,"San Carlos St","Almaden Bl","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-22","2009","July","1:58",1,"Pacific Av","Sansome St","Auto","Bicyclist",0,"Traffic Signals And Signs",TRUE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2009-07-21","2009","July","22:17",22,"Telegraph Av","55th St","Bicyclist","Auto",0,"Lights",FALSE,"Alameda","Oakland","Dark - Street Lights","Dry",1
"2009-07-21","2009","July","19:45",19,"Novato Bl","7th St","Bicyclist","Auto",0,"Traffic Signals And Signs",FALSE,"Marin","Novato","Daylight","Dry",1
"2009-07-21","2009","July","19:21",19,"Bancroft","Cole St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-21","2009","July","18:18",18,"Tunnel Rd","Caldecott Ln","Auto","Bicyclist",0,"Improper Turning",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-21","2009","July","9:49",9,"Hunter Dr","Commerce Bl","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Sonoma","Rohnert Park","Daylight","Dry",1
"2009-07-20","2009","July","21:54",21,"Market St","Guerrero St","Solo_Accident","Bicyclist",0,"Improper Turning",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2009-07-20","2009","July","17:30",17,"Monterey Rd","Lewis Rd","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-20","2009","July","16:50",16,"El Camino Real","Cezanne Dr","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Santa Clara","Sunnyvale","Daylight","Dry",1
"2009-07-20","2009","July","15:21",15,"Monterey Hwy","Curtner Av","Bicyclist","Auto",0,"Pedestrian Violation",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-20","2009","July","8:11",8,"16th St","South Van Ness Av","Auto","Bicyclist",0,"Unsafe Speed",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-19","2009","July","18:31",18,"22nd St","Capp St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-19","2009","July","18:20",18,"Dumbarton Av","Devonshire Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"San Mateo","Redwood City","Daylight","Dry",0
"2009-07-19","2009","July","17:58",17,"Millbrae Av","Magnolia Av","Auto","Bicyclist",0,"Traffic Signals And Signs",FALSE,"San Mateo","Millbrae","Daylight","Wet",1
"2009-07-19","2009","July","16:30",16,"Willow Av","Fern Av","Solo_Accident","Bicyclist",0,"Improper Turning",FALSE,"Sonoma","Sonoma Sheriff's Code","Daylight","Dry",1
"2009-07-19","2009","July","14:37",14,"El Rancho Verde Dr","Light Pole 100276","No_Fault","Bicyclist",0,"Unsafe Speed",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-19","2009","July","12:57",12,"Foothill Expwy","Loyola Dr","Bicyclist","Auto",0,"Unsafe Speed",FALSE,"Santa Clara","Los Altos","Daylight","Dry",1
"2009-07-19","2009","July","9:35",9,"4th St","E St","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"Marin","San Raphael","Daylight","Dry",1
"2009-07-19","2009","July","8:00",8,"Westside Rd","River Rd","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"Sonoma","Sonoma Sheriff's Code","Daylight","Dry",2
"2009-07-19","2009","July","1:58",1,"Valencia St","18th St","Bicyclist","Pedestrian",0,"Unsafe Speed",FALSE,"San Francisco","San Francisco","Dark - Street Lights","Dry",1
"2009-07-18","2009","July","15:00",15,"Bel Mar Av","Park Plaza Dr","Bicyclist","Auto",0,"Automobile Right Of Way",TRUE,"San Mateo","Daly City","Daylight","Dry",0
"2009-07-18","2009","July","13:44",13,"Telegraph Av","42nd St","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"Alameda","Oakland","Daylight","Dry",0
"2009-07-18","2009","July","13:30",13,"Holly Av","Holly Av","Parked_Auto","Bicyclist",0,"Unsafe Speed",FALSE,"Sonoma","Rohnert Park","Daylight","Dry",1
"2009-07-18","2009","July","10:10",10,"River Rd","Rt 116","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Sonoma","Sonoma Sheriff's Code","Daylight","Dry",1
"2009-07-18","2009","July","9:30",9,"Rt 1","Muir Beach Overlook","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"Marin","Marin County Sheriff's Code","Daylight","Dry",1
"2009-07-18","2009","July","9:28",9,"Rose St","Mcgee Av","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-17","2009","July","21:30",21,"Lewelling Bl","Hesperian Bl","Auto","Bicyclist",0,"Improper Turning",TRUE,"Alameda","Alameda Sheriff's Code","Dark - Street Lights","Dry",1
"2009-07-17","2009","July","20:26",20,"3rd St","Harrison St","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-17","2009","July","18:59",18,"Golden Gate Av","Divisadero St","Bicyclist","Bicyclist",0,"Unsafe Speed",FALSE,"San Francisco","San Francisco","Daylight","Dry",2
"2009-07-17","2009","July","18:18",18,"Addison St","4th St","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-17","2009","July","17:00",17,"Mission St","Geneva Av","Bicyclist","Auto",0,"Following Too Closely",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-17","2009","July","15:10",15,"Mount Diablo Bl","Brown Av","Auto","Bicyclist",0,"Improper Turning",FALSE,"Contra Costa","Lafayette","Daylight","Dry",1
"2009-07-17","2009","July","13:30",13,"Appian Wy","Appian Village Dr","Auto","Bicyclist",0,"Improper Turning",FALSE,"Contra Costa","Contra Costa Sheriff's Code","Daylight","Dry",1
"2009-07-17","2009","July","12:49",12,"East Bayshore Rd","Light Pole #325","Bicyclist","Auto",0,"Other Hazardous Violation",FALSE,"Santa Clara","Palo Alto","Daylight","Dry",1
"2009-07-17","2009","July","12:10",12,"East Washington St","Baylis St","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Sonoma","Petaluma","Daylight","Dry",1
"2009-07-17","2009","July","11:42",11,"Martin Luther King Jr Wy","52nd St","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-17","2009","July","11:24",11,"San Pablo Av","28th St","Auto","Bicyclist",0,"Other Hazardous Violation",TRUE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-16","2009","July","20:25",20,"24th St","Capp St","Auto","Bicyclist",0,"Improper Passing",TRUE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-16","2009","July","18:30",18,"Broadway Av","Brook St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-16","2009","July","17:03",17,"Persian Dr","Borregas Av","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Santa Clara","Sunnyvale","Daylight","Dry",1
"2009-07-16","2009","July","16:12",16,"Rt 123","Hearst Av","Bicyclist","Parked_Auto",0,"Unsafe Speed",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-16","2009","July","15:15",15,"73rd Av","International Bl","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Oakland","Daylight","Dry",0
"2009-07-16","2009","July","13:40",13,"Chestnut St","Fillmore St","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-16","2009","July","8:04",8,"San Ramon Valley Bl","Bollinger Canyon Rd","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Contra Costa","San Ramon","Daylight","Dry",1
"2009-07-16","2009","July","4:30",4,"University Av","Rt 82","No_Fault","Bicyclist",0,"Unknown",FALSE,"Santa Clara","Palo Alto","Dark - Street Lights","Dry",1
"2009-07-15","2009","July","21:35",21,"Skillman Ln","Liberty Av","Bicyclist","Auto",0,"Driving Or Bycicling Under The Influence Of Alcohol Or Drug",FALSE,"Sonoma","Sonoma Sheriff's Code","Dark - Street Lights","Dry",1
"2009-07-15","2009","July","21:21",21,"Rt 116","Palm Av","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Sonoma","Sebastopol","Dark - Street Lights","Dry",1
"2009-07-15","2009","July","19:21",19,"Lakeland Av","Brooklyn Av","Bicyclist","Pedestrian",0,"Traffic Signals And Signs",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-15","2009","July","19:03",19,"Oregon Expwy","Cowper St","Auto","Bicyclist",0,"Improper Turning",FALSE,"Santa Clara","Palo Alto","Daylight","Dry",1
"2009-07-15","2009","July","18:40",18,"Army St","Evans Av","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-15","2009","July","18:25",18,"Homestead Rd","Kiely Bl","Auto","Bicyclist",0,"Improper Turning",FALSE,"Santa Clara","Santa Clara","Daylight","Dry",1
"2009-07-15","2009","July","15:19",15,"Washington St","4th St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-15","2009","July","10:48",10,"Haight St","Belvedere St","No_Fault","Bicyclist",0,"Other Than Driver (Or Pedestrian)",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-15","2009","July","10:00",10,"14th St","Market St","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"San Francisco","San Francisco","Daylight","Dry",1
"2009-07-15","2009","July","8:09",8,"39th Av","San Leandro St","No_Fault","Bicyclist",0,"Automobile Right Of Way",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-15","2009","July","8:00",8,"Paradise Dr","Teaberry Ln","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Marin","Marin County Sheriff's Code","Daylight","Dry",1
"2009-07-14","2009","July","21:09",21,"Hudson","Palm Av","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"San Mateo","Redwood City","Dark - Street Lights","Dry",1
"2009-07-14","2009","July","18:50",18,"Rt 123","Oregon St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-14","2009","July","18:03",18,"Benton St","Kiely Bl","Auto","Bicyclist",0,"Improper Turning",FALSE,"Santa Clara","Santa Clara","Daylight","Dry",2
"2009-07-14","2009","July","17:03",17,"Fairfax St","Charlotte Dr","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Marin","San Raphael","Daylight","Dry",1
"2009-07-14","2009","July","16:40",16,"Miller Av","Dial Wy","Bicyclist","Auto",0,"Automobile Right Of Way",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-14","2009","July","16:18",16,"Fulton St","Fillmore St","Bicyclist","Parked_Auto",0,"Unsafe Speed",FALSE,"San Francisco","San Francisco","Daylight","Dry",0
"2009-07-14","2009","July","15:19",15,"Hedding St","Dana Av","No_Fault","Bicyclist",0,"Automobile Right Of Way",FALSE,"Santa Clara","San Jose","Daylight","Dry",1
"2009-07-14","2009","July","13:01",13,"El Camino Real","View St","Auto","Bicyclist",0,"",FALSE,"Santa Clara","Mountain View","Daylight","Dry",1
"2009-07-14","2009","July","12:43",12,"Newell Av","Nursery Ln","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Contra Costa","Walnut Creek","Daylight","Dry",0
"2009-07-14","2009","July","12:22",12,"Pomeroy Av","Benton St","Auto","Bicyclist",0,"Improper Turning",TRUE,"Santa Clara","Santa Clara","Daylight","Dry",1
"2009-07-14","2009","July","11:50",11,"Sir Francis Drake Bl","Rt 1","Solo_Accident","Bicyclist",0,"Improper Turning",FALSE,"Marin","Marin County Sheriff's Code","Daylight","Dry",1
"2009-07-14","2009","July","11:25",11,"Martin Luther King Jr Wy","University Av","No_Fault","Bicyclist",0,"",FALSE,"Alameda","Berkely","Daylight","Dry",1
"2009-07-14","2009","July","10:40",10,"7th St","Webster St","Auto","Bicyclist",0,"Other Hazardous Violation",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-14","2009","July","10:20",10,"Central Expwy","Lawrence Expwy","Solo_Accident","Bicyclist",0,"Unsafe Speed",FALSE,"Santa Clara","Sunnyvale","Daylight","Dry",1
"2009-07-14","2009","July","7:45",7,"Stone Valley Rd","Rt 680","Auto","Bicyclist",0,"Automobile Right Of Way",FALSE,"Contra Costa","Contra Costa Sheriff's Code","Daylight","Dry",1
"2009-07-14","2009","July","7:13",7,"Arboretum Dr","Aspen Dr","No_Fault","Bicyclist",1,"Unknown",FALSE,"Santa Clara","Los Altos","Daylight","Dry",0
"2009-07-13","2009","July","21:54",21,"Bergedo Dr","Edes Av","Auto","Bicyclist",0,"Unsafe Starting Or Breaking",FALSE,"Alameda","Oakland","Daylight","Dry",1
"2009-07-13","2009","July","19:22",19,"Arthur St","Minahen St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Napa","Napa","Daylight","Dry",1
"2009-07-13","2009","July","18:20",18,"Bridgeway","Harbor Dr","Auto","Bicyclist",0,"Improper Turning",TRUE,"Marin","Sausalito","Daylight","Dry",0
"2009-07-13","2009","July","17:12",17,"Cowell Rd","Babel Ln","Auto","Bicyclist",0,"Improper Turning",FALSE,"Contra Costa","Concord","Daylight","Dry",1
"2009-07-13","2009","July","17:03",17,"Union Av","Union Av","No_Fault","Bicyclist",0,"",FALSE,"Solano","Fairfield","Daylight","Dry",1
"2009-07-13","2009","July","13:15",13,"North Mcdowell Bl","East Madison St","Bicyclist","Auto",0,"Wrong Side Of Road",FALSE,"Sonoma","Petaluma","Daylight","Dry",1
